"type","url","detail","origin","referer"
"scan","https://uae.sharafdg.com","No threats detected","https://uae.sharafdg.com","clean"
"scan","https://www.flipkart.com","No threats detected","https://www.flipkart.com","clean"
"scan","https://www.amazon.com","No threats detected","https://www.amazon.com","clean"
"scan","https://www.myntra.com","No threats detected","https://www.myntra.com","clean"
"scan","https://www.dominos.com","No threats detected","https://www.dominos.com","clean"
